"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"13995","Madhya Pradesh","Lighting of public spaces","WS/MP106/2025-2026/253525","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","14-Aug-2026","R G SUPPLIERS","Payment Success","82326"
"13996","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221854","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"13997","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221854","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"13998","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221854","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"13999","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221854","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14000","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221855","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14001","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221855","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14002","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221856","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14003","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221856","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14004","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221857","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14005","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221857","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14006","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221857","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14007","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221857","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14008","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221859","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14009","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221859","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14010","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221860","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14011","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221860","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14012","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221861","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14013","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221861","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14014","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14015","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14016","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14017","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14018","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14019","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14020","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14021","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14022","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14023","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221862","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14024","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221863","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14025","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221863","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14026","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221864","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14027","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221864","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14028","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221866","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14029","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221866","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14030","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221868","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14031","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221868","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14032","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221868","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14033","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221868","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14034","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221869","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14035","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221869","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14036","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221870","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14037","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221870","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14038","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221872","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14039","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221872","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Nov-2025","R G SUPPLIERS","Payment Success","100300"
"14040","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221872","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14041","Uttar Pradesh","Lighting of public spaces","WS/MP189/2025-2026/221872","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","05-Dec-2025","R G SUPPLIERS","Payment Success","63649"
"14042","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24891","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14043","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24891","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14044","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24892","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14045","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24892","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14046","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24893","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","10-Dec-2024","R G SUPPLIERS","Payment Success","597759"
"14047","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24894","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14048","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24894","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14049","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24895","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14050","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24895","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14051","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24896","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14052","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24896","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14053","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24898","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14054","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24898","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14055","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24899","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14056","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24899","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14057","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24900","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14058","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24900","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14059","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24901","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Aug-2024","R G SUPPLIERS","Payment Success","597759"
"14060","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24901","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","11-May-2025","R G SUPPLIERS","Payment Success","207220"
"14061","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/24903","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","10-Dec-2024","R G SUPPLIERS","Payment Success","597759"
"14062","Uttar Pradesh","Installation of fixed garden gym equipment","WS/MP192/2025-2026/204805","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","09-Feb-2026","R G SUPPLIERS","Payment Success","841491"
"14063","Uttar Pradesh","Installation of fixed garden gym equipment","WS/MP192/2025-2026/204806","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","09-Feb-2026","R G SUPPLIERS","Payment Success","841491"
"14064","Uttar Pradesh","Lighting of public spaces","WS/MP192/2025-2026/204807","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","20-May-2026","R G SUPPLIERS","Payment Success","659738"
"14065","Uttar Pradesh","Lighting of public spaces","WS/MP192/2025-2026/204809","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","20-May-2026","R G SUPPLIERS","Payment Success","659738"
"14066","Uttar Pradesh","Lighting of public spaces","WS/MP192/2025-2026/204810","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","20-May-2026","R G SUPPLIERS","Payment Success","659738"
"14067","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13376","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","17-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14068","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13376","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14069","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13377","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","07-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14070","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13377","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14071","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13378","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","17-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14072","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13378","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14073","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13379","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","07-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14074","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13379","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14075","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13380","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","07-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14076","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13380","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14077","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13381","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","17-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14078","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13381","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14079","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13382","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14080","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13382","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14081","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13383","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","07-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14082","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13383","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14083","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13384","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","07-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14084","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13384","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","14-Feb-2025","R G SUPPLIERS","Payment Success","190328"
"14085","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/13385","BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","17-Sep-2024","R G SUPPLIERS","Payment Success","279654"
"14086","Himachal Pradesh","Providing sports equipment, except consumable items","WS/MP18304/2024-2025/147621","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","04-Jul-2025","MPLAD BDO chamba","Payment Success","100000"
"14087","Himachal Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP18304/2024-2025/146821","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","23-Jul-2025","MPLAD BDO chamba","Payment Success","150000"
"14088","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/134201","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","16-Sep-2024","MPLAD BDO chamba","Payment Success","300000"
"14089","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/134202","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","16-Sep-2024","MPLAD BDO chamba","Payment Success","400000"
"14090","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/134151","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","16-Sep-2024","MPLAD BDO chamba","Payment Success","400000"
"14091","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/138656","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","19-Oct-2024","MPLAD BDO chamba","Payment Success","250000"
"14092","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2025-2026/31186","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","01-Sep-2025","GP Barha","Payment Success","500000"
