"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"63922","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP500/2025-2026/180660","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Shri Shantanu Thakur","BANGAON(SC)","14-Aug-2025","MAA KALI BUILDERS","Payment Success","200000"
"63923","West Bengal","Construction of stadiums","WS/MP18353/2025-2026/202428","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","RACHNA BANERJEE","HOOGHLY","19-May-2026","MAA KALI BUILDERS","Payment Success","3322847"
"63924","West Bengal","Construction of stadiums","WS/MP18353/2025-2026/200047","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","RACHNA BANERJEE","HOOGHLY","09-Feb-2026","MAA KALI BUILDERS","Payment Success","4155068"
"63925","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18320/2025-2026/215376","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR","BANASKANTHA","11-Feb-2026","MOTA GRAM PANCHAYAT","Payment Success","500000"
"63926","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18344/2025-2026/176389","RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA)","DR. MANSUKH MANDAVIYA","PORBANDAR","13-Sep-2025","DEVLA GRAM PANCHAYAT","Payment Success","400000"
"63927","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP499/2025-2026/210888","BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA)","Smt Satabdi Roy (Banerjee)","BIRBHUM","11-Jan-2026","KHANDEKAR ARAF AHAMMED","Payment Success","248677"
"63928","West Bengal","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP829/2025-2026/164119","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","09-Dec-2025","Dilip Enterprise","Payment Success","349720"
"63929","West Bengal","Construction of rooms and halls in school and colleges","WS/MP829/2025-2026/163650","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","16-Dec-2025","Dilip Enterprise","Payment Success","587930"
"63930","West Bengal","Construction of rooms and halls in school and colleges","WS/MP829/2025-2026/163650","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","30-May-2025","Dilip Enterprise","Payment Success","406395"
"63931","West Bengal","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP829/2025-2026/238025","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","24-Jul-2026","Dilip Enterprise","Payment Success","399453"
"63932","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252124","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","19-Jun-2026","Nistha Enterprises","Payment Success","4597280"
"63933","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252135","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","19-Jun-2026","Nistha Enterprises","Payment Success","606284"
"63934","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252131","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","19-May-2026","Nistha Enterprises","Payment Success","605340"
"63935","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252132","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","20-May-2026","Nistha Enterprises","Payment Success","942820"
"63936","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252214","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","20-Jul-2026","Nistha Enterprises","Payment Success","897744"
"63937","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252208","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","20-Jul-2026","Nistha Enterprises","Payment Success","902582"
"63938","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252134","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","20-Jul-2026","Nistha Enterprises","Payment Success","971730"
"63939","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252179","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","22-Jul-2026","Nistha Enterprises","Payment Success","607346"
"63940","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252158","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","22-Jul-2026","Nistha Enterprises","Payment Success","607346"
"63941","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252159","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","22-Jul-2026","Nistha Enterprises","Payment Success","607346"
"63942","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252089","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","22-Jul-2026","Nistha Enterprises","Payment Success","781160"
"63943","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252126","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","22-Jul-2026","Nistha Enterprises","Payment Success","8378000"
"63944","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252229","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","22-Jul-2026","Nistha Enterprises","Payment Success","606402"
"63945","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252135","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","14-Aug-2026","Nistha Enterprises","Payment Success","266680"
"63946","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252169","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","14-Aug-2026","Nistha Enterprises","Payment Success","577020"
"63947","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252132","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","14-Aug-2026","Nistha Enterprises","Payment Success","333940"
"63948","West Bengal","Lighting of public spaces","WS/MP829/2024-2025/172237","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","06-May-2025","NATIONAL ENTERPRISE","Payment Success","149898"
"63949","West Bengal","Lighting of public spaces","WS/MP829/2024-2025/172256","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","09-May-2025","NATIONAL ENTERPRISE","Payment Success","149898"
"63950","West Bengal","Lighting of public spaces","WS/MP829/2024-2025/172255","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","09-May-2025","NATIONAL ENTERPRISE","Payment Success","149898"
"63951","West Bengal","Lighting of public spaces","WS/MP829/2024-2025/172254","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","09-May-2025","NATIONAL ENTERPRISE","Payment Success","149898"
"63952","West Bengal","Lighting of public spaces","WS/MP829/2024-2025/141023","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","17-Jan-2025","NATIONAL ENTERPRISE","Payment Success","149712"
"63953","West Bengal","Lighting of public spaces","WS/MP829/2024-2025/141465","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","22-Jan-2025","NATIONAL ENTERPRISE","Payment Success","149712"
"63954","West Bengal","Lighting of public spaces","WS/MP829/2024-2025/141025","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","07-Jan-2025","NATIONAL ENTERPRISE","Payment Success","149712"
"63955","Telangana","Installing tube-wells and borewells","WS/MP770/2025-2026/208263","KARIMNAGAR(DISTRICT COLLECTOR KARIMNAGAR_IDA)","Sanjay Kumar Bandi","KARIMNAGAR","24-Dec-2025","VEMUNDLA KUMAR","Payment Success","195600"
"63956","Telangana","Installing tube-wells and borewells","WS/MP770/2025-2026/208262","KARIMNAGAR(DISTRICT COLLECTOR KARIMNAGAR_IDA)","Sanjay Kumar Bandi","KARIMNAGAR","24-Dec-2025","VEMUNDLA KUMAR","Payment Success","196416"
"63957","West Bengal","Construction of common work sheds/ common covered sitting area","WS/MP823/2024-2025/139557","NADIA(DISTRICT MAGISTRATE NADIA_IDA)","Ms Mahua Moitra","KRISHNANAGAR","19-May-2025","DEBASISH BISWAS","Payment Success","370902"
"63958","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/192505","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","14-Aug-2026","Dhirendra Singh Jeena Suppliers","Payment Success","104123"
"63959","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP021/2025-2026/204343","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","30-Dec-2025","Dhirendra Singh Jeena Suppliers","Payment Success","57485"
"63960","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/202626","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","28-Feb-2026","Dhirendra Singh Jeena Suppliers","Payment Success","6973"
"63961","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP021/2025-2026/177235","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","16-Mar-2026","Dhirendra Singh Jeena Suppliers","Payment Success","75293"
"63962","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/177234","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","06-Jul-2026","Dhirendra Singh Jeena Suppliers","Payment Success","48226"
"63963","Chandigarh","Providing CCTV camera system for security of public areas","WS/MP18047/2025-2026/197669","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","10-Nov-2025","Aanvik Enterprises","Payment Success","923766"
"63964","Chandigarh","Providing CCTV camera system for security of public areas","WS/MP18047/2025-2026/197670","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","22-Jul-2025","Aanvik Enterprises","Payment Success","474169"
"63965","Chandigarh","Providing CCTV camera system for security of public areas","WS/MP18047/2025-2026/197669","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","06-Jan-2026","Aanvik Enterprises","Payment Success","66754"
"63966","Chandigarh","Providing CCTV camera system for security of public areas","WS/MP18047/2025-2026/207470","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","08-Sep-2025","Aanvik Enterprises","Payment Success","773307"
"63967","Chandigarh","Providing CCTV camera system for security of public areas","WS/MP18047/2025-2026/207472","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","08-Sep-2025","Aanvik Enterprises","Payment Success","344771"
"63968","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252174","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","20-Jul-2026","Sudhir Kumar singh","Payment Success","901520"
"63969","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252185","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","20-Jul-2026","Sudhir Kumar singh","Payment Success","901520"
"63970","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP791/2025-2026/252181","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","20-Jul-2026","Sudhir Kumar singh","Payment Success","606402"
"63971","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/210122","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","15-Apr-2026","Municipal Corporation Bathinda","Payment Success","20362"
"63972","Punjab","Purchase of mobile water tankers","WS/MP716/2025-2026/203923","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","07-Apr-2026","Municipal Corporation Bathinda","Payment Success","8690"
"63973","Punjab","Installation of fixed garden gym equipment","WS/MP716/2025-2026/203926","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","25-Mar-2026","Municipal Corporation Bathinda","Payment Success","22680"
"63974","Punjab","Street lights","WS/MP716/2025-2026/210124","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","25-Mar-2026","Municipal Corporation Bathinda","Payment Success","14936"
"63975","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP716/2025-2026/210121","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","20-May-2026","Municipal Corporation Bathinda","Payment Success","15783"
"63976","Punjab","Installation of multi-gym equipment","WS/MP716/2025-2026/210125","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","22-Jun-2026","Municipal Corporation Bathinda","Payment Success","16960"
"63977","Punjab","Construction of community centers and community halls","WS/MP716/2025-2026/203929","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","23-Jul-2026","Municipal Corporation Bathinda","Payment Success","61256"
"63978","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18314/2025-2026/219712","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","24-Nov-2025","MS Prem Buliding Material","Payment Success","389022"
"63979","Punjab","Construction of buildings for sports facilities","WS/MP716/2025-2026/189733","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","03-Mar-2026","MS Prem Buliding Material","Payment Success","153306"
"63980","Punjab","Construction of buildings for sports facilities","WS/MP716/2025-2026/189733","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","03-Mar-2026","MS Prem Buliding Material","Payment Success","88913"
"63981","Punjab","Construction of shelters for animals","WS/MP716/2024-2025/142657","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","24-Apr-2025","MS Prem Buliding Material","Payment Success","200000"
"63982","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/225002","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","28-Jan-2026","AE  ARWAL","Payment Success","398755"
"63983","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/224998","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","28-Jan-2026","AE  ARWAL","Payment Success","398096"
"63984","Bihar","Installing hand pumps","WS/MP18035/2025-2026/238684","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","31-Jan-2026","AE  ARWAL","Payment Success","74038"
"63985","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/225573","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","24-Dec-2025","AE  ARWAL","Payment Success","296548"
"63986","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/225585","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","24-Dec-2025","AE  ARWAL","Payment Success","296626"
"63987","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/225588","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","24-Dec-2025","AE  ARWAL","Payment Success","296657"
"63988","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/225580","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","24-Dec-2025","AE  ARWAL","Payment Success","293676"
"63989","Bihar","Development of playground","WS/MP18035/2025-2026/228759","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","17-Jan-2026","AE  ARWAL","Payment Success","395241"
"63990","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/228757","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","09-May-2026","AE  ARWAL","Payment Success","394781"
"63991","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/228755","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","20-Dec-2025","AE  ARWAL","Payment Success","297407"
"63992","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/225564","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","05-Dec-2025","AE  ARWAL","Payment Success","282477"
"63993","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/225557","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","05-Dec-2025","AE  ARWAL","Payment Success","292076"
"63994","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18035/2025-2026/225565","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","05-Dec-2025","AE  ARWAL","Payment Success","245762"
"63995","Bihar","Construction of public staircase/ stair ghat for public convenience","WS/MP18035/2025-2026/225024","ARWAL(District Planning Officer Arwal_IDA)","SURENDRA PRASAD YADAV","JAHANABAD","28-Nov-2025","AE  ARWAL","Payment Success","299457"
"63996","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/252347","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","20-Jul-2026","VIKRAM SINGH BISHT","Payment Success","8568"
"63997","Punjab","Providing drains and gutters for public drainage","WS/MP18156/2025-2026/184795","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","CHARANJIT SINGH CHANNI","JALANDHAR(SC)","29-Apr-2026","RAJA SAHIB JI ENTERPRISES","Payment Success","230000"
"63998","Punjab","Providing drains and gutters for public drainage","WS/MP18156/2025-2026/184795","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","CHARANJIT SINGH CHANNI","JALANDHAR(SC)","12-Feb-2026","RAJA SAHIB JI ENTERPRISES","Payment Success","270000"
"63999","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/212468","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","25-Aug-2025","DEEPAK BAG","Payment Success","427875"
"64000","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/212469","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","10-Sep-2025","DEEPAK BAG","Payment Success","486750"
"64001","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/212468","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","18-Sep-2025","DEEPAK BAG","Payment Success","142625"
"64002","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/212427","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","19-Jun-2026","DEEPAK BAG","Payment Success","138450"
"64003","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253945","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","20-Jul-2026","DEEPAK BAG","Payment Success","142625"
"64004","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2026-2027/289645","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","06-Aug-2026","DEEPAK BAG","Payment Success","435375"
"64005","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253945","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","26-Dec-2025","DEEPAK BAG","Payment Success","427875"
"64006","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/212427","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","26-Jun-2025","DEEPAK BAG","Payment Success","415350"
"64007","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/254083","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","29-Jan-2026","DEEPAK BAG","Payment Success","435000"
"64008","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/212469","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","06-Jul-2026","DEEPAK BAG","Payment Success","162250"
"64009","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/254083","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","18-May-2026","DEEPAK BAG","Payment Success","145000"
"64010","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/212470","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","25-Nov-2025","DEEPAK BAG","Payment Success","142625"
"64011","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/212470","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","13-Jul-2025","DEEPAK BAG","Payment Success","427875"
"64012","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/254034","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","DEEPAK BAG","Payment Success","435225"
"64013","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/245577","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA","AMRELI","02-Feb-2026","TARAKATALAV GRAMAPANCHAYAT","Payment Success","200000"
"64014","Gujarat","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP574/2025-2026/180976","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Bharatsinhji Shankarji Dabhi","PATAN","24-Nov-2025","PADARADI GRAM PANCHAYAT","Payment Success","200000"
"64015","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP578/2025-2026/210727","BHARUCH(DISTRICT COLLECTOR BROACH_IDA)","Mansukhbhai Dhanjibhai Vasava","BHARUCH","10-Jul-2026","SODGAM GRAM PANCHAYAT","Payment Success","200000"
"64016","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP578/2024-2025/156652","BHARUCH(DISTRICT COLLECTOR BROACH_IDA)","Mansukhbhai Dhanjibhai Vasava","BHARUCH","25-Jul-2025","SODGAM GRAM PANCHAYAT","Payment Success","187000"
"64017","Telangana","Construction of community centers and community halls","WS/MP770/2026-2027/232544","KARIMNAGAR(DISTRICT COLLECTOR KARIMNAGAR_IDA)","Sanjay Kumar Bandi","KARIMNAGAR","22-Jun-2026","Orsu Srinu","Payment Success","466966"
"64018","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2024-2025/138018","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","17-Dec-2024","K F ENTERPRISE","Payment Success","200000"
"64019","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2024-2025/137936","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","17-Dec-2024","K F ENTERPRISE","Payment Success","200000"
"64020","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2024-2025/137935","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","17-Dec-2024","K F ENTERPRISE","Payment Success","300000"
"64021","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2024-2025/138029","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","17-Dec-2024","K F ENTERPRISE","Payment Success","200000"
