"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"33436","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2024-2025/170228","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","30-Jun-2026","RAVI KANT TRIPATHI","Payment Success","288000"
"33437","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2024-2025/170227","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","21-Jan-2026","RAVI KANT TRIPATHI","Payment Success","290400"
"33438","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2024-2025/170228","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","03-Feb-2026","RAVI KANT TRIPATHI","Payment Success","432000"
"33439","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2024-2025/170224","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","20-Jan-2026","RAVI KANT TRIPATHI","Payment Success","211600"
"33440","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18092/2025-2026/196140","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","29-Nov-2025","MALLIKARJUN","Payment Success","123803"
"33441","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18092/2025-2026/196141","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","29-Nov-2025","MALLIKARJUN","Payment Success","123564"
"33442","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18092/2025-2026/196174","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","29-Nov-2025","MALLIKARJUN","Payment Success","123962"
"33443","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18092/2025-2026/196141","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","17-Sep-2025","MALLIKARJUN","Payment Success","375000"
"33444","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18092/2025-2026/196140","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","17-Sep-2025","MALLIKARJUN","Payment Success","375000"
"33445","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18092/2025-2026/196174","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","17-Sep-2025","MALLIKARJUN","Payment Success","375000"
"33446","Chhattisgarh","Construction of community centers and community halls","WS/MP18051/2025-2026/195237","MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA)","ROOP KUMARI CHOUDHARY","MAHASAMUND","21-Jul-2025","GRAM PANCHAYAT BHAVARPUR","Payment Success","750000"
"33447","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18054/2025-2026/196214","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","HARIBHAI PATEL","MAHESANA","22-Jul-2025","JETPURA GRAM PANCHAYAT","Payment Success","100000"
"33448","Madhya Pradesh","Construction of culverts and bridges","WS/MP18102/2025-2026/198460","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","15-Jul-2025","Gram Panchayat Dattigara janpad Panchayat badnawar","Payment Success","500000"
"33449","Madhya Pradesh","Construction of culverts and bridges","WS/MP18102/2025-2026/198460","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","04-Oct-2025","Gram Panchayat Dattigara janpad Panchayat badnawar","Payment Success","500000"
"33450","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18338/2025-2026/163902","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","Nunemunthala Rangaiah","Payment Success","500000"
"33451","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18338/2025-2026/163900","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","Nunemunthala Rangaiah","Payment Success","298854"
"33452","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18338/2025-2026/163889","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","Nunemunthala Rangaiah","Payment Success","497234"
"33453","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18338/2025-2026/163886","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","Nunemunthala Rangaiah","Payment Success","500000"
"33454","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18338/2025-2026/163888","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","Nunemunthala Rangaiah","Payment Success","500000"
"33455","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18109/2025-2026/174453","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","11-Aug-2025","GRAM PANCHAYAT KHAIRA","Payment Success","57500"
"33456","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18109/2025-2026/174453","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","11-Aug-2025","GRAM PANCHAYAT KHAIRA","Payment Success","94000"
"33457","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18109/2025-2026/174453","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","11-Aug-2025","GRAM PANCHAYAT KHAIRA","Payment Success","69013"
"33458","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18109/2025-2026/174453","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","05-Jan-2026","GRAM PANCHAYAT KHAIRA","Payment Success","89450"
"33459","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18109/2025-2026/174453","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","05-Jan-2026","GRAM PANCHAYAT KHAIRA","Payment Success","90037"
"33460","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18109/2025-2026/174453","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","05-Jan-2026","GRAM PANCHAYAT KHAIRA","Payment Success","99978"
"33461","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2026-2027/238384","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","13-Jul-2026","GRAM PANCHAYAT KHAIRA","Payment Success","141660"
"33462","Madhya Pradesh","Construction of culverts and bridges","WS/MP18109/2026-2027/238384","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","13-Jul-2026","GRAM PANCHAYAT KHAIRA","Payment Success","108160"
"33463","Meghalaya","Construction of community centers and community halls","WS/MP18137/2025-2026/161407","WEST JAINTIA HILLS(DEPUTY COMMISSIONER WEST JAINTIA HILLS JOWAI_IDA)","ANDREW J. SYNGKON","SHILLONG","19-Aug-2025","WAHEH SHNONG BARATO","Payment Success","200000"
"33464","Meghalaya","Construction of community centers and community halls","WS/MP18137/2025-2026/161407","WEST JAINTIA HILLS(DEPUTY COMMISSIONER WEST JAINTIA HILLS JOWAI_IDA)","ANDREW J. SYNGKON","SHILLONG","05-Nov-2025","WAHEH SHNONG BARATO","Payment Success","200000"
"33465","Madhya Pradesh","Construction of culverts and bridges","WS/MP18102/2025-2026/198461","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","16-Jul-2025","Gram Panchayat Gajnod  janpad Panchayat badnawar","Payment Success","500000"
"33466","Madhya Pradesh","Construction of culverts and bridges","WS/MP18102/2025-2026/198461","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","05-Mar-2026","Gram Panchayat Gajnod  janpad Panchayat badnawar","Payment Success","500000"
"33467","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165133","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","09-Sep-2025","M K Sports","Payment Success","47650"
"33468","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165132","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","17-Jul-2025","M K Sports","Payment Success","45200"
"33469","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165132","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","17-Jul-2025","R v Sports","Payment Success","48370"
"33470","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165133","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","21-Jul-2025","R v Sports","Payment Success","41600"
"33471","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165133","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","21-Jul-2025","VM Enterprises","Payment Success","45250"
"33472","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165132","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","17-Jul-2025","VM Enterprises","Payment Success","48300"
"33473","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165133","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","21-Jul-2025","Pritam Singh and Sons","Payment Success","48370"
"33474","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165132","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","17-Jul-2025","Pritam Singh and Sons","Payment Success","41600"
"33475","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165132","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","09-Sep-2025","Rewa International","Payment Success","47650"
"33476","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165133","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","21-Jul-2025","Rewa International","Payment Success","48300"
"33477","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165132","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","22-Aug-2025","Brar Associates","Payment Success","39900"
"33478","Chandigarh","Installation of fixed garden gym equipment","WS/MP18047/2024-2025/165133","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","22-Aug-2025","Brar Associates","Payment Success","34900"
"33479","Tamil Nadu","Construction of public toilets and bathrooms","WS/MP745/2025-2026/141431","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K Subbarayan","TIRUPPUR","16-Oct-2025","SAKADEVAN C","Payment Success","999902"
"33480","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP745/2025-2026/144828","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K Subbarayan","TIRUPPUR","01-Aug-2025","SAKADEVAN C","Payment Success","1499453"
"33481","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/204129","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","19-Feb-2026","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","500000"
"33482","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/159758","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","02-Aug-2025","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","125000"
"33483","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/159757","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","02-Aug-2025","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","125000"
"33484","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/159756","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","02-Aug-2025","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","125000"
"33485","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/159763","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","02-Aug-2025","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","125000"
"33486","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/159762","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","02-Aug-2025","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","125000"
"33487","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/159759","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","02-Aug-2025","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","125000"
"33488","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/159760","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","02-Aug-2025","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","125000"
"33489","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/159761","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","02-Aug-2025","MOHD RAHIM AND CONSTRUCTIONS","Payment Success","125000"
"33490","West Bengal","Street lights","WS/MP485/2025-2026/197267","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Pratima Mondal","JOYNAGAR(SC)","30-Jul-2025","JBS Construction Subrata","Payment Success","347266"
"33491","Madhya Pradesh","Construction of public toilets and bathrooms","WS/MP18102/2025-2026/160437","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","16-Jul-2025","Gram Panchayat Balwarikalan janpad Panchayat gandhwani","Payment Success","400000"
"33492","West Bengal","Construction of buildings for crèches and anganwadies","WS/MP18353/2024-2025/143553","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","RACHNA BANERJEE","HOOGHLY","16-Jul-2025","HASIBAR RAHAMAN LAYEK","Payment Success","1044875"
"33493","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18099/2026-2027/278241","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","ALOK SHARMA","BHOPAL","15-May-2026","kadaiyachanwar","Payment Success","1750000"
"33494","Madhya Pradesh","Construction of community centers and community halls","WS/MP18101/2025-2026/206590","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","RAHUL SINGH LODHI","DAMOH","16-Jul-2025","Gram Panchayat Patna Devri","Payment Success","1125000"
"33495","Jammu And Kashmir","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP600/2025-2026/179398","DODA(Deputy Commissioner Doda_IDA)","Jitendra Singh","UDHAMPUR","16-Jul-2025","Manzoor Ahmed","Payment Success","194000"
"33496","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP381/2025-2026/203298","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla","AMRITSAR","02-Aug-2025","SARPANCH GRAM PANCHAYAT NAUSHERA KHURD","Payment Success","154845"
"33497","Punjab","Providing drains and gutters for public drainage","WS/MP381/2025-2026/184552","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla","AMRITSAR","18-Aug-2025","SARPANCH GRAM PANCHAYAT BAL KALAN","Payment Success","300000"
"33498","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18065/2025-2026/175980","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA","ROHTAK","15-Jul-2025","The Sandeep Co Op L and C Society","Payment Success","565011"
"33499","Haryana","Construction of boundary walls of existing public and community buildings","WS/MP18065/2025-2026/175978","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA","ROHTAK","19-Sep-2025","The Sandeep Co Op L and C Society","Payment Success","425245"
"33500","Haryana","Construction of boundary walls of existing public and community buildings","WS/MP18065/2025-2026/175978","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA","ROHTAK","06-Nov-2025","The Sandeep Co Op L and C Society","Payment Success","74755"
"33501","Haryana","Construction of buildings for sports facilities","WS/MP18065/2025-2026/209973","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA","ROHTAK","11-Jun-2026","The Sandeep Co Op L and C Society","Payment Success","388951"
"33502","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP747/2025-2026/147476","VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA)","Manickam Tagore B","VIRUDHUNAGAR","17-Jul-2025","ajmconstructions","Payment Success","749622"
"33503","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247322","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149998"
"33504","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247329","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","07-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149962"
"33505","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247330","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149962"
"33506","Jharkhand","Construction of culverts and bridges","WS/MP18322/2025-2026/193740","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149997"
"33507","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193782","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149934"
"33508","Jharkhand","Construction of culverts and bridges","WS/MP18322/2025-2026/193738","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149972"
"33509","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193781","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33510","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193736","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33511","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193780","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149934"
"33512","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193745","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33513","Jharkhand","Construction of public staircase/ stair ghat for public convenience","WS/MP18322/2025-2026/247324","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149976"
"33514","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193747","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149996"
"33515","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247327","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","149962"
"33516","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247325","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","124956"
"33517","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247323","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","06-Apr-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","124998"
"33518","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193749","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","25-Nov-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","299999"
"33519","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193783","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","25-Nov-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","249992"
"33520","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193785","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","25-Nov-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","299996"
"33521","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193786","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","25-Nov-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","299946"
"33522","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193739","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","25-Nov-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","349998"
"33523","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193780","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33524","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193736","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33525","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/193742","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","125000"
"33526","Jharkhand","Construction of culverts and bridges","WS/MP18322/2025-2026/193740","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33527","Jharkhand","Construction of culverts and bridges","WS/MP18322/2025-2026/193738","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33528","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193747","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33529","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193745","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33530","Jharkhand","Construction of culverts and bridges","WS/MP18322/2025-2026/193748","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33531","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193781","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33532","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193782","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","29-Oct-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
